state,township,admin3_pcode,vul_score,conflict_score,insecure_pc,insecure_persons,IDPs,population,conflict_affected,pre_ex_vulnerable,vul_pop,vul_pop_score,caseload,caseload_pc,PIN,pc_pin,pc_pop
Tanintharyi,Dawei,MMR006001,0.286754136,0.401353838,24.87,373679,6178,160970.753,64606.22949,46159.02925,64606.22949,0.401353838,70784.22949,0.09982666,43481.12632,0.098916511,0.270118177
Tanintharyi,Launglon,MMR006002,0.388692302,0.160762339,24.87,373679,26,129467.8583,20813.55578,50323.15986,50323.15986,0.388692302,50349.15986,0.071007179,26559.89157,0.060421889,0.205146605
Tanintharyi,Thayetchaung,MMR006003,0.367420309,0.18303253,24.87,373679,31826,115291.0587,21102.01413,42360.27645,42360.27645,0.367420309,74186.27645,0.10462455,70921.99725,0.161342566,0.615156093
Tanintharyi,Yebyu,MMR006004,0.41538673,0.144057046,24.87,373679,6619,132830.9526,19135.23465,55176.21502,55176.21502,0.41538673,61795.21502,0.087149496,39184.93635,0.08914298,0.294998534
Tanintharyi,Kawthoung,MMR006009,0.376549057,0.052096815,24.87,373679,0,151222.1748,7878.193681,56942.56732,56942.56732,0.376549057,56942.56732,0.08030583,30008.60216,0.068267464,0.198440488
Tanintharyi,Bokpyin,MMR006010,0.532206651,0.007861565,24.87,373679,614,87247.52526,685.9020869,46433.71323,46433.71323,0.532206651,47047.71323,0.066351164,25408.03679,0.057801501,0.291217851
Tanintharyi,Myeik,MMR006005,0.326620375,0.145502872,24.87,373679,848,308243.6298,44850.33342,100678.6501,100678.6501,0.326620375,101526.6501,0.143182548,54352.31133,0.123647694,0.176329066
Tanintharyi,Kyunsu,MMR006006,0.580894166,0.006341156,24.87,373679,0,183848.5576,1165.812441,106796.5545,106796.5545,0.580894166,106796.5545,0.150614669,56281.53887,0.128036551,0.306129891
Tanintharyi,Palaw,MMR006007,0.423891459,0.171220531,24.87,373679,6384,140533.9285,24062.29384,59571.13202,59571.13202,0.423891459,65955.13202,0.093016207,41142.20305,0.093595625,0.292756372
Tanintharyi,Tanintharyi,MMR006008,0.52561124,0.110798141,24.87,373679,13400,114700.5616,12708.60902,60287.9044,60287.9044,0.52561124,73687.9044,0.103921698,52233.35632,0.11882722,0.455388845
Yangon,Thingangyun,MMR013009,0.045296565,0.163971164,24.5,2169061,2529,252869.0283,41463.22888,11454.09848,41463.22888,0.163971164,43992.22888,0.019801656,45479.99902,0.020703848,0.179855949
Yangon,Yankin,MMR013010,0.016140324,0.062523521,24.5,2169061,860,85965.51484,5374.866697,1387.511243,5374.866697,0.062523521,6234.866697,0.00280642,6947.296786,0.003162616,0.080814927
Yangon,South Okkalapa,MMR013011,0.026298915,0.153394061,24.5,2169061,1949,194878.821,29893.2538,5125.101568,29893.2538,0.153394061,31842.2538,0.014332744,33037.59558,0.015039696,0.169528918
Yangon,North Okkalapa,MMR013012,0.068037919,0.160941071,24.5,2169061,0,400937.3556,64527.28752,27278.94331,64527.28752,0.160941071,64527.28752,0.029044837,63000.02374,0.028679485,0.157131838
Yangon,Thaketa,MMR013013,0.066585447,0.277165667,24.5,2169061,2660,266005.162,73727.49816,17712.07268,73727.49816,0.277165667,76387.49816,0.034383321,77239.52103,0.035161728,0.290368504
Yangon,Dawbon,MMR013014,0.101036551,0.066031662,24.5,2169061,906,90615.3985,5983.48541,9155.467303,9155.467303,0.101036551,10061.4673,0.004528839,10729.32751,0.004884309,0.118405124
Yangon,Tamwe,MMR013015,0.029586536,0.327579379,24.5,2169061,2006,200616.9314,65717.96971,5935.560114,65717.96971,0.327579379,67723.96971,0.030483719,68127.04526,0.031013458,0.339587715
Yangon,Pazundaung,MMR013016,0.0302232,0.037370128,24.5,2169061,589,58882.83887,2200.459215,1779.62782,2200.459215,0.037370128,2789.459215,0.001255583,3312.436913,0.00150792,0.056254708
Yangon,Botahtaung,MMR013017,0.013963825,0.032588478,24.5,2169061,496,49633.31769,1617.474287,693.0709464,1617.474287,0.032588478,2113.474287,9.51E-04,2559.451531,0.001165138,0.051567206
Yangon,Dagon Myothit (South),MMR013018,0.131052934,0.211179392,24.5,2169061,0,445991.7614,94184.2691,58448.52895,94184.2691,0.211179392,94184.2691,0.042393953,91955.0692,0.041860683,0.206181094
Yangon,Dagon Myothit (North),MMR013019,0.051116136,0.168380056,24.5,2169061,2479,247861.7567,41734.97648,12669.73519,41734.97648,0.168380056,44213.97648,0.019901468,45646.49819,0.020779644,0.184161118
Yangon,Dagon Myothit (East),MMR013020,0.160192684,0.024198157,24.5,2169061,0,199007.1885,4815.607185,31879.49561,31879.49561,0.160192684,31879.49561,0.014349507,31124.95593,0.014169006,0.156401164
Yangon,Dagon Myothit (Seikkan),MMR013021,0.187484995,0.082388334,24.5,2169061,0,200709.8613,16536.15113,37630.08736,37630.08736,0.187484995,37630.08736,0.016937947,36739.43983,0.016724886,0.183047507
Yangon,Mingalartaungnyunt,MMR013022,0.050060879,0.146964067,24.5,2169061,0,160464.5023,23582.51592,8032.994027,23582.51592,0.146964067,23582.51592,0.010614894,23024.35326,0.010481371,0.143485649
Yangon,Insein,MMR013001,0.084064354,0.32545758,24.5,2169061,3676,367570.9311,119628.7457,30899.61291,119628.7457,0.32545758,123304.7457,0.055501578,124062.3079,0.056476853,0.337519367
Yangon,Mingaladon,MMR013002,0.099130721,0.077955538,24.5,2169061,0,397346.8718,30975.3891,39389.2817,39389.2817,0.099130721,39389.2817,0.01772979,38456.99668,0.017506769,0.096784446
Yangon,Hmawbi,MMR013003,0.255847828,0.023526608,24.5,2169061,0,293370.7185,6902.017769,75058.26125,75058.26125,0.255847828,75058.26125,0.033785009,73281.74516,0.03336003,0.249792295
Yangon,Hlegu,MMR013004,0.272430056,0.035634218,24.5,2169061,0,323764.958,11537.11118,88203.30565,88203.30565,0.272430056,88203.30565,0.039701819,86115.66615,0.039202413,0.265982047
Yangon,Taikkyi,MMR013005,0.374361321,0.036061583,24.5,2169061,0,333895.6684,12040.80638,124997.6234,124997.6234,0.374361321,124997.6234,0.056263571,122039.1177,0.055555837,0.365500752
Yangon,Htantabin,MMR013006,0.431930389,0.005334922,24.5,2169061,0,174639.0502,931.6856583,75431.91285,75431.91285,0.431930389,75431.91285,0.033953196,73646.55299,0.033526102,0.421707247
Yangon,Shwepyithar,MMR013007,0.145490755,0.122438955,24.5,2169061,0,411830.0972,50424.04675,59917.47188,59917.47188,0.145490755,59917.47188,0.02696988,58499.31549,0.026630629,0.142047208
Yangon,Hlaingtharya,MMR013008,0.141284506,0.241356591,24.5,2169061,0,819886,197884.8898,115837.1886,197884.8898,0.241356591,197884.8898,0.089071378,193201.2523,0.087950957,0.235644044
Yangon,Thanlyin,MMR013023,0.280424671,0.085450776,24.5,2169061,0,322739.8729,27578.37271,90504.22268,90504.22268,0.280424671,90504.22268,0.040737501,88362.12393,0.040225067,0.273787441
Yangon,Kyauktan,MMR013024,0.422117475,0.013664118,24.5,2169061,0,201873.5755,2758.42437,85214.36404,85214.36404,0.422117475,85214.36404,0.038356445,83197.46829,0.037873962,0.41212659
Yangon,Thongwa,MMR013025,0.520700692,0.010459342,24.5,2169061,0,190768.3527,1995.31136,99333.21333,99333.21333,0.520700692,99333.21333,0.044711581,96982.14566,0.044149158,0.508376491
Yangon,Kayan,MMR013026,0.460243145,0.033079286,24.5,2169061,0,190509.8348,6301.929285,87680.84547,87680.84547,0.460243145,87680.84547,0.03946665,85605.57181,0.038970203,0.449349882
Yangon,Twantay,MMR013027,0.478476907,0.063110724,24.5,2169061,0,271544.0443,17137.34119,129927.5544,129927.5544,0.478476907,129927.5544,0.058482617,126852.3647,0.05774697,0.467152078
Yangon,Kawhmu,MMR013028,0.585810966,0.048525607,24.5,2169061,0,143114.296,6944.708071,83837.92404,83837.92404,0.585810966,83837.92404,0.037736885,81853.60655,0.037262197,0.571945702
Yangon,Kungyangon,MMR013029,0.410936105,0.042567595,24.5,2169061,1346,134600.1962,5729.606625,55312.0803,55312.0803,0.410936105,56658.0803,0.025502772,56663.0688,0.025794715,0.420973152
Yangon,Dala,MMR013030,0.350141161,0.031701196,24.5,2169061,0,207090.4662,6565.015481,72510.89626,72510.89626,0.350141161,72510.89626,0.032638396,70794.67247,0.032227841,0.341853847
Yangon,Seikgyikanaungto,MMR013031,0.263254173,0.01219767,24.5,2169061,0,40792.12628,497.5689103,10738.69746,10738.69746,0.263254173,10738.69746,0.004833672,10484.52865,0.004772869,0.257023343
Yangon,Cocokyun,MMR013032,0.170629209,0,24.5,2169061,0,2338.491247,0,399.0149126,399.0149126,0.170629209,399.0149126,1.80E-04,389.5708301,1.77E-04,0.166590673
Yangon,Kyauktada,MMR013033,0.045385733,0.213461122,24.5,2169061,7,36399.28456,7769.832137,1652.008211,7769.832137,0.213461122,7776.832137,0.003500485,7599.766223,0.00345964,0.20878889
Yangon,Pabedan,MMR013034,0.102871954,0.007519508,24.5,2169061,0,40436.04901,304.0591852,4159.735386,4159.735386,0.102871954,4159.735386,0.001872368,4061.280709,0.001848816,0.10043713
Yangon,Lanmadaw,MMR013035,0.027129363,0.041014501,24.5,2169061,570,56958.86347,2336.139378,1545.257706,2336.139378,0.041014501,2906.139378,0.001308103,3407.355433,0.00155113,0.059821338
Yangon,Latha,MMR013036,0.050524854,0.009074675,24.5,2169061,0,30410.44691,275.9649097,1536.48339,1536.48339,0.050524854,1536.48339,6.92E-04,1500.117141,6.83E-04,0.049329007
Yangon,Ahlone,MMR013037,0.03745572,0.050800534,24.5,2169061,671,67099.45145,3408.687963,2513.258284,3408.687963,0.050800534,4079.687963,0.001836337,4654.127889,0.002118697,0.069361638
Yangon,Kyeemyindaing,MMR013038,0.17491503,0.089334631,24.5,2169061,1346,134561.6661,12021.01681,23536.85786,23536.85786,0.17491503,24882.85786,0.0112002,25639.91806,0.011672053,0.190544
Yangon,Sanchaung,MMR013039,0.013623077,0.249935305,24.5,2169061,24,120665.8195,30158.64838,1643.839803,30158.64838,0.249935305,30182.64838,0.013585727,29492.27051,0.013425759,0.244412798
Yangon,Hlaing,MMR013040,0.049635624,0.243152202,24.5,2169061,1938,193788.6751,47120.14309,9618.821717,47120.14309,0.243152202,49058.14309,0.02208191,49835.01067,0.022686379,0.257161625
Yangon,Kamaryut,MMR013041,0,0.135411156,24.5,2169061,20,101824.4101,13788.16104,0,13788.16104,0.135411156,13808.16104,0.00621529,13501.34265,0.006146213,0.132594362
Yangon,Mayangone,MMR013042,0.078697011,0.132538493,24.5,2169061,2385,238482.5502,31608.11791,18767.86391,31608.11791,0.132538493,33993.11791,0.015300885,35573.55197,0.016194139,0.149166268
Yangon,Dagon,MMR013043,0.001715701,0.015554611,24.5,2169061,6,30183.20097,469.4879585,51.78534794,469.4879585,0.015554611,475.4879585,2.14E-04,470.2338741,2.14E-04,0.015579324
Yangon,Bahan,MMR013044,0.036185991,0.076761356,24.5,2169061,1169,116946.2818,8976.955213,4231.81708,8976.955213,0.076761356,10145.95521,0.004566868,11074.81572,0.005041586,0.094700024
Yangon,Seikkan,MMR013045,0.143507668,0,24.5,2169061,0,3369.607673,0,483.5645403,483.5645403,0.143507668,483.5645403,2.18E-04,472.1192954,2.15E-04,0.140111058
