state,township,admin3_pcode,vul_score,conflict_score,insecure_pc,insecure_persons,IDPs,population,conflict_affected,pre_ex_vulnerable,vul_pop,vul_pop_score,caseload,caseload_pc,PIN,pc_pin,pc_pop
Mandalay,Wundwin,MMR010031,0.400030261,0.059360315,19,1270016,0,251138.2576,14907.64612,100462.9027,100462.9027,0.400030261,100462.9027,0.045664186,57994.24715,0.04521824,0.230925577
Mandalay,Myingyan,MMR010017,0.33590111,0.317688723,19,1270016,60,301516.1511,95788.28108,101279.6099,101279.6099,0.33590111,101339.6099,0.046062683,58560.3442,0.045659627,0.194219593
Mandalay,Taungtha,MMR010018,0.372206833,0.087091858,19,1270016,0,236047.3456,20557.80198,87858.43502,87858.43502,0.372206833,87858.43502,0.039934979,50718.06268,0.039544983,0.21486394
Mandalay,Natogyi,MMR010019,0.32674072,0.113770887,19,1270016,1940,193975.2962,22068.74156,63379.62785,63379.62785,0.32674072,65319.62785,0.02969024,39647.07934,0.030912914,0.204392416
Mandalay,Ngazun,MMR010021,0.419645545,0.031086895,19,1270016,0,136169.5258,4233.087804,57142.93492,57142.93492,0.419645545,57142.93492,0.025973624,32986.91758,0.025719971,0.242248898
Mandalay,Kyaukpadaung,MMR010020,0.424429192,0.096557726,19,1270016,0,286462.3326,27660.15143,121582.9762,121582.9762,0.424429192,121582.9762,0.055264058,70186.23776,0.054724362,0.245010355
Mandalay,Nyaung-U,MMR010022,0.416435217,0.077727559,19,1270016,0,262457.1475,20400.15349,109296.3992,109296.3992,0.416435217,109296.3992,0.049679344,63093.56209,0.049194187,0.240395671
Mandalay,Pyinoolwin,MMR010008,0.242976801,0.056282637,19,1270016,0,274996.5186,15477.52927,66817.77433,66817.77433,0.242976801,66817.77433,0.030371204,38571.91477,0.030074606,0.140263284
Mandalay,Madaya,MMR010009,0.402048794,0.214103156,19,1270016,2783,278347.7232,59595.12592,111909.3665,111909.3665,0.402048794,114692.3665,0.052132015,68991.49362,0.053792817,0.247860815
Mandalay,Singu,MMR010010,0.393737514,0.064724644,19,1270016,0,169738.0282,10986.23346,66832.22918,66832.22918,0.393737514,66832.22918,0.030377774,38580.25912,0.030081112,0.227292962
Mandalay,Mogoke,MMR010011,0.256630107,0.265903694,19,1270016,36,180414.623,47972.91471,46299.82403,47972.91471,0.265903694,48008.91471,0.021821866,27750.11925,0.021636828,0.153813027
Mandalay,Thabeikkyin,MMR010012,0.44767291,0.044159637,19,1270016,0,174620.1513,7711.162463,78172.71125,78172.71125,0.44767291,78172.71125,0.035532452,45126.78229,0.03518545,0.258428262
Mandalay,Yamethin,MMR010023,0.404987337,6.38E-04,19,1270016,0,279744.2488,178.4015643,113292.8785,113292.8785,0.404987337,113292.8785,0.051495895,65400.61078,0.050992998,0.23378715
Mandalay,Pyawbwe,MMR010024,0.397194192,0.002040676,19,1270016,0,282657.8898,576.8132164,112270.072,112270.072,0.397194192,112270.072,0.051030991,64810.17502,0.050532634,0.229288399
Mon,Mawlamyine,MMR011001,0.178005563,0.17436172,28.48,553854,68,279086.2051,48661.95089,49678.8971,49678.8971,0.178005563,49746.8971,0.064607762,35851.2673,0.058115483,0.128459475
Mon,Kyaikmaraw,MMR011002,0.462028433,0.020404011,28.48,553854,0,185718.5607,3789.403476,85807.2555,85807.2555,0.462028433,85807.2555,0.111440412,61721.71813,0.100051902,0.332340063
Mon,Chaungzon,MMR011003,0.349413402,0.01107518,28.48,553854,0,117626.2771,1302.732192,41100.19764,41100.19764,0.349413402,41100.19764,0.053378038,29563.64003,0.047923138,0.251335337
Mon,Thanbyuzayat,MMR011004,0.479291282,0.034147514,28.48,553854,0,162860.6912,5561.287666,78057.70949,78057.70949,0.479291282,78057.70949,0.101375848,56147.41917,0.091015873,0.344757343
Mon,Mudon,MMR011005,0.282385488,0.03130757,28.48,553854,0,183950.3348,5759.038008,51944.90505,51944.90505,0.282385488,51944.90505,0.06746238,37364.30875,0.060568148,0.203121722
Mon,Ye,MMR011006,0.416180467,0.295493346,28.48,553854,50,250116.5432,73907.77429,104093.6196,104093.6196,0.416180467,104143.6196,0.135254389,74961.18435,0.12151329,0.299705023
Mon,Thaton,MMR011007,0.36734699,0.232588598,28.48,553854,13201,226224.5125,52617.24218,83102.89373,83102.89373,0.36734699,96303.89373,0.125072706,82473.01841,0.133690095,0.364562697
Mon,Paung,MMR011008,0.378124652,0.032057314,28.48,553854,0,207768.443,6660.498284,78562.37017,78562.37017,0.378124652,78562.37017,0.102031266,56510.42489,0.091604311,0.271987526
Mon,Kyaikto,MMR011009,0.335418404,0.275777281,28.48,553854,27821,174662.0589,48167.82767,58584.86901,58584.86901,0.335418404,86405.86901,0.112217849,89973.30473,0.14584818,0.515127929
Mon,Bilin,MMR011010,0.443385788,0.176083775,28.48,553854,21903,171425.3735,30185.22696,76007.57434,76007.57434,0.443385788,97910.57434,0.127159349,92330.71425,0.149669579,0.538605881
Nay Pyi Taw,Za Bu Thi Ri,MMR018002,0.01831761,0.020562064,0,0,0,127241.5675,2616.349207,2330.761368,2616.349207,0.020562064,2616.349207,0.00855366,0,NA,0
Nay Pyi Taw,Det Khi Na Thi Ri,MMR018004,0.249689055,0.006523081,0,0,0,58176.14748,379.4876944,14525.94726,14525.94726,0.249689055,14525.94726,0.047489846,0,NA,0
Nay Pyi Taw,Pyinmana,MMR018006,0.187076117,0.0765608,0,0,0,217219.6519,16630.51041,40636.60912,40636.60912,0.187076117,40636.60912,0.132853732,0,NA,0
Nay Pyi Taw,Lewe,MMR018007,0.34219354,0.009441012,0,0,0,329696.9242,3112.672711,112820.1576,112820.1576,0.34219354,112820.1576,0.368844235,0,NA,0
Nay Pyi Taw,Zay Yar Thi Ri,MMR018001,0.158126443,0.137895069,0,0,0,127920.7599,17639.64208,20227.6547,20227.6547,0.158126443,20227.6547,0.066130503,0,NA,0
Nay Pyi Taw,Tatkon,MMR018003,0.257032462,0.019645308,0,0,0,253564.5702,4981.353968,65174.32583,65174.32583,0.257032462,65174.32583,0.213075171,0,NA,0
Nay Pyi Taw,Poke Ba Thi Ri,MMR018005,0.191418126,0.015855586,0,0,0,134092.2237,2126.110797,25667.68217,25667.68217,0.191418126,25667.68217,0.083915648,0,NA,0
Nay Pyi Taw,Oke Ta Ra Thi Ri,MMR018008,0.258699946,0.007725992,0,0,0,93568.15525,722.9068208,24206.07667,24206.07667,0.258699946,24206.07667,0.079137204,0,NA,0
Rakhine,Kyaukpyu,MMR012011,0.5481399,0.012454133,47.41,1347896,1001,267026.25,3325.58055,146367.7419,146367.7419,0.5481399,147368.7419,0.059561686,81283.9588,0.050776864,0.304404375
Rakhine,Munaung,MMR012012,0.49393127,0.001275462,47.41,1347896,0,93387.01399,119.1115775,46126.76638,46126.76638,0.49393127,46126.76638,0.018642949,25128.75686,0.015697556,0.269081918
Rakhine,Ramree,MMR012013,0.618515924,0.002209826,47.41,1347896,0,158906.8835,351.1565477,98286.43794,98286.43794,0.618515924,98286.43794,0.039724204,53544.09588,0.033448189,0.336952652
Rakhine,Ann,MMR012014,0.57906828,0.03179426,47.41,1347896,1118,192654.6402,6125.31167,111560.1911,111560.1911,0.57906828,112678.1911,0.045540886,62502.3781,0.039044293,0.324427058
Rakhine,Maungdaw,MMR012009,0.54109053,0.142443781,47.41,1347896,19047,114535,16314.79847,61973.80386,61973.80386,0.54109053,81020.80386,0.032745992,63185.19222,0.039470837,0.551667108
Rakhine,Buthidaung,MMR012010,0.660873314,0.053737485,47.41,1347896,10579,206704,11107.75306,136605.1575,136605.1575,0.660873314,147184.1575,0.059487083,90761.40161,0.056697279,0.439088753
Rakhine,Mrauk-U,MMR012003,0.728804936,0.110703433,47.41,1347896,31513,304949.5005,33758.95647,222248.7013,222248.7013,0.728804936,253761.7013,0.102562285,169756.2933,0.106044197,0.55667018
Rakhine,Kyauktaw,MMR012004,0.711335952,0.062660364,47.41,1347896,11622,278748.4957,17466.48216,198283.8265,198283.8265,0.711335952,209905.8265,0.084837156,125973.6637,0.078693849,0.451925896
Rakhine,Minbya,MMR012005,0.782796857,0.014938265,47.41,1347896,1387,271265.6714,4052.238502,212345.915,212345.915,0.782796857,213732.915,0.086383942,117823.5698,0.073602608,0.434347513
Rakhine,Myebon,MMR012006,0.774573383,0.020364472,47.41,1347896,4669,219757.6638,4475.248682,170218.4371,170218.4371,0.774573383,174887.4371,0.070683854,99943.48442,0.062433188,0.454789529
Rakhine,Sittwe,MMR012001,0.402565821,0.37198752,47.41,1347896,122622,239094.2717,88940.08508,96251.18179,96251.18179,0.402565821,218873.1818,0.088461472,241858.864,0.151085586,1.011562771
Rakhine,Ponnagyun,MMR012002,0.783983686,0.025768621,47.41,1347896,4074,208337.2043,5368.562436,163332.9693,163332.9693,0.783983686,167406.9693,0.067660491,95273.30486,0.059515797,0.457303366
Rakhine,Pauktaw,MMR012007,0.850472475,0.072004844,47.41,1347896,26697,232770.1956,16760.58153,197964.6443,197964.6443,0.850472475,224661.6443,0.090800981,149087.2797,0.093132576,0.640491276
Rakhine,Rathedaung,MMR012008,0.854234558,0.07313151,47.41,1347896,18582,139529,10203.96641,119190.4937,119190.4937,0.854234558,137772.4937,0.055683193,93637.15275,0.058493718,0.671094559
Rakhine,Thandwe,MMR012015,0.353543118,0.057835142,47.41,1347896,0,217432.8044,12575.25715,76871.8717,76871.8717,0.353543118,76871.8717,0.031069128,41877.95341,0.026160526,0.192601818
Rakhine,Toungup,MMR012016,0.478753377,0.04147837,47.41,1347896,0,256269.8189,10629.65437,122690.0413,122690.0413,0.478753377,122690.0413,0.049587353,66838.59412,0.041753062,0.260813366
Rakhine,Gwa,MMR012017,0.38124016,0.013382983,47.41,1347896,0,107520.8362,1438.94957,40991.26079,40991.26079,0.38124016,40991.26079,0.016567344,22331.05649,0.013949874,0.207690502
Sagaing,Hkamti,MMR005033,0.47340576,0.037281457,26.16,1348958,501,50079.50985,1867.037094,23707.9284,23707.9284,0.47340576,24208.9284,0.005965116,8547.690607,0.003463223,0.170682394
Sagaing,Homalin,MMR005034,0.514325094,0.071473763,26.16,1348958,0,270724.3605,19349.68871,139240.3322,139240.3322,0.514325094,139240.3322,0.034309024,46281.432,0.018751603,0.170954073
Sagaing,Kale,MMR005027,0.412746717,1,26.16,1348958,80418,370046.6676,370046.6676,152735.5474,370046.6676,1,450464.6676,0.11099516,230145.8091,0.093246961,0.621937256
Sagaing,Kalewa,MMR005028,0.569604598,0.013744282,26.16,1348958,600,59991.55016,824.5408105,34171.4628,34171.4628,0.569604598,34771.4628,0.00856774,12157.5212,0.004925799,0.202653893
Sagaing,Mingin,MMR005029,0.52414894,0.470076531,26.16,1348958,65349,111080.6828,52216.42202,58222.8222,58222.8222,0.52414894,123571.8222,0.03044828,106422.4504,0.043118622,0.958064425
Sagaing,Kanbalu,MMR005007,0.489985276,0.222009856,26.16,1348958,5843,313642.0613,69631.62882,153679.9919,153679.9919,0.489985276,159522.9919,0.039306701,58866.0888,0.023850462,0.187685569
Sagaing,Kyunhla,MMR005008,0.421327003,0.150976721,26.16,1348958,28628,110468.4511,16678.16451,46543.34142,46543.34142,0.421327003,75171.34142,0.01852233,53613.84477,0.021722438,0.485331733
Sagaing,Katha,MMR005020,0.449463976,0.271659243,26.16,1348958,1414,176968.7521,48075.19719,79541.07888,79541.07888,0.449463976,80955.07888,0.019947451,28322.27376,0.011475186,0.1600411
Sagaing,Indaw,MMR005021,0.516230559,0.122973274,26.16,1348958,2381,127650.2686,15697.57149,65896.96957,65896.96957,0.516230559,68277.96957,0.016823793,25075.58967,0.010159744,0.196439772
Sagaing,Tigyaing,MMR005022,0.420808722,0.242321274,26.16,1348958,28,137740.0411,33377.34217,57962.21065,57962.21065,0.420808722,57990.21065,0.014288874,19303.0904,0.007820931,0.14014146
Sagaing,Banmauk,MMR005023,0.475170602,0.046969296,26.16,1348958,1188,118833.9225,5581.545623,56466.38651,56466.38651,0.475170602,57654.38651,0.014206126,20351.46741,0.008245697,0.171259746
Sagaing,Kawlin,MMR005024,0.385807024,0.270509876,26.16,1348958,42143,155231.4345,41991.63608,59889.37781,59889.37781,0.385807024,102032.3778,0.025140929,76057.05694,0.030815636,0.489959119
Sagaing,Wuntho,MMR005025,0.396885183,0.076279569,26.16,1348958,18554,78158.07567,5961.864356,31019.78216,31019.78216,0.396885183,49573.78216,0.012215053,35031.59375,0.014193566,0.44821464
Sagaing,Pinlebu,MMR005026,0.547073374,0.184118543,26.16,1348958,36493,118760.8741,21866.07908,64970.9121,64970.9121,0.547073374,101463.9121,0.025000858,70218.10732,0.028449899,0.591256235
Sagaing,Mawlaik,MMR005031,0.5007107,0.041897316,26.16,1348958,11,54502.48066,2283.50768,27289.97526,27289.97526,0.5007107,27300.97526,0.006727001,9085.441361,0.0036811,0.166697759
Sagaing,Paungbyin,MMR005032,0.556329331,0.046206734,26.16,1348958,1192,119166.4401,5506.292022,66295.78595,66295.78595,0.556329331,67487.78595,0.01662909,23623.94429,0.009571589,0.198243266
Sagaing,Monywa,MMR005012,0.245306856,0.549087252,26.16,1348958,80,399023.4257,219098.6764,97883.18187,219098.6764,0.549087252,219178.6764,0.05400595,72931.75816,0.029549375,0.18277563
Sagaing,Budalin,MMR005013,0.444729982,0.324652025,26.16,1348958,66269,133413.3719,43312.92137,59332.92652,59332.92652,0.444729982,125601.9265,0.0309485,108017.2272,0.043764769,0.809643184
Sagaing,Ayadaw,MMR005014,0.432139257,0.272530567,26.16,1348958,37954,167727.3669,45710.83445,72481.57967,72481.57967,0.432139257,110435.5797,0.02721149,74661.15725,0.030250067,0.445134021
Sagaing,Chaung-U,MMR005015,0.349330756,0.232591586,26.16,1348958,5609,114110.0397,26541.03511,39862.14641,39862.14641,0.349330756,45471.14641,0.011204158,20722.93816,0.008396203,0.181604863
Sagaing,Lay Shi,MMR005035,0.681202078,0.001068978,26.16,1348958,0,17130.20821,18.31180978,11669.13344,11669.13344,0.681202078,11669.13344,0.002875292,3878.647781,0.001571491,0.22642152
Sagaing,Lahe,MMR005036,0.968293957,0,26.16,1348958,0,50785.90406,0,49175.68398,49175.68398,0.968293957,49175.68398,0.012116961,16345.27179,0.006622527,0.321846624
Sagaing,Nanyun,MMR005037,0.90874396,0.001936267,26.16,1348958,0,54470.4648,105.4693465,49499.70589,49499.70589,0.90874396,49499.70589,0.012196801,16452.97189,0.006666164,0.302053084
Sagaing,Sagaing,MMR005001,0.269505505,0.201876546,26.16,1348958,3308,330767.403,66774.18097,89143.63584,89143.63584,0.269505505,92451.63584,0.02278022,34037.55967,0.013790818,0.102904819
Sagaing,Myinmu,MMR005002,0.369846746,0.373107959,26.16,1348958,52076,115942.7575,43259.16564,42881.0516,43259.16564,0.373107959,95335.16564,0.023490726,83764.00243,0.033938218,0.722459981
Sagaing,Myaung,MMR005003,0.394876801,0.427218715,26.16,1348958,70789,115460.3366,49326.81666,45592.60835,49326.81666,0.427218715,120115.8167,0.029596715,110713.7252,0.044857295,0.95888968
Sagaing,Shwebo,MMR005004,0.286869483,0.547756274,26.16,1348958,61940,286642.3947,157010.17,82228.9556,157010.17,0.547756274,218950.17,0.053949646,134715.806,0.054582091,0.469978651
Sagaing,Khin-U,MMR005005,0.471775568,0.48662401,26.16,1348958,23981,156828.5527,76316.53915,73987.87948,76316.53915,0.48662401,100297.5391,0.024713462,57318.42216,0.023223402,0.365484608
Sagaing,Wetlet,MMR005006,0.44749284,0.258099387,26.16,1348958,13607,211850.2732,54678.42555,94801.48045,94801.48045,0.44749284,108408.4804,0.02671201,49640.37938,0.02011253,0.234318222
Sagaing,Ye-U,MMR005009,0.402976494,0.350759186,26.16,1348958,50961,127102.0596,44582.2149,51219.1423,51219.1423,0.402976494,102180.1423,0.025177338,84924.17167,0.034408278,0.668157321
Sagaing,Tabayin,MMR005010,0.47701194,0.589142148,26.16,1348958,120828,150943.8908,88927.40808,72002.03814,88927.40808,0.589142148,209755.4081,0.051684043,190547.6028,0.077203165,1.262373732
Sagaing,Taze,MMR005011,0.480855296,0.555532517,26.16,1348958,103052,176858.5159,98250.6564,85043.35399,98250.6564,0.555532517,201302.6564,0.049601272,169962.0329,0.068862619,0.961005649
Sagaing,Tamu,MMR005030,0.379298873,0.176084975,26.16,1348958,24,121127.0837,21328.65955,45943.36636,45943.36636,0.379298873,45967.36636,0.011326427,15302.87435,0.006200185,0.126337347
Sagaing,Yinmarbin,MMR005016,0.426703397,0.649787239,26.16,1348958,63173,151485.8608,98433.57919,64639.5314,98433.57919,0.649787239,161606.5792,0.0398201,116888.6425,0.047359154,0.771614208
Sagaing,Kani,MMR005017,0.452499604,0.485907635,26.16,1348958,28712,143747.6209,69848.06646,65045.74155,69848.06646,0.485907635,98560.06646,0.024285346,61471.91188,0.02490625,0.427637769
Sagaing,Salingyi,MMR005018,0.300185931,0.15817881,26.16,1348958,8590,131185.3915,20750.74913,39380.0089,39380.0089,0.300185931,47970.0089,0.011819881,24534.52318,0.009940523,0.187021763
Sagaing,Pale,MMR005019,0.438677007,0.656429761,26.16,1348958,123478,154347.5051,101318.2958,67708.70163,101318.2958,0.656429761,224796.2958,0.05539014,198196.972,0.08030242,1.284095728
Shan,Kengtung,MMR016001,0.32951704,0.007349688,24.17,1594409,0,197598.4783,1452.287116,65112.06572,65112.06572,0.32951704,65112.06572,0.018824951,30014.67099,0.015761185,0.151897278
Shan,Mongkhet,MMR016002,0.547674136,0,24.17,1594409,0,50803.44709,0,27823.73397,27823.73397,0.547674136,27823.73397,0.008044291,12825.89043,0.006735081,0.252461027
Shan,Mongyang,MMR016003,0.570537827,0,24.17,1594409,0,123452.9105,0,70434.55534,70434.55534,0.570537827,70434.55534,0.020363769,32468.17592,0.01704956,0.26300049
Shan,Mongla,MMR016005,0.322484434,0,24.17,1594409,0,49509.03377,0,15965.89273,15965.89273,0.322484434,15965.89273,0.004615998,7359.788265,0.003864743,0.148655462
Shan,Mongping,MMR016007,0.608974696,0.003206933,24.17,1594409,0,78632.49615,252.1691438,47885.20043,47885.20043,0.608974696,47885.20043,0.013844386,22073.61294,0.011591208,0.280718711
Shan,Monghsat,MMR016006,0.475295597,6.38E-04,24.17,1594409,0,118612.6231,75.64294028,56376.05752,56376.05752,0.475295597,56376.05752,0.01629923,25987.63838,0.013646526,0.219096734
Shan,Mongton,MMR016008,0.48766897,0.002573998,24.17,1594409,0,79770.72738,205.3296635,38901.70847,38901.70847,0.48766897,38901.70847,0.011247113,17932.49788,0.009416642,0.224800481
Shan,Tachileik,MMR016009,0.217833906,0.040914136,24.17,1594409,0,204066.2156,8349.192995,44452.54086,44452.54086,0.217833906,44452.54086,0.012851948,20491.26185,0.01076029,0.100414769
Shan,Monghpyak,MMR016010,0.605247354,0.001275462,24.17,1594409,0,35130.44124,44.80753902,21262.60662,21262.60662,0.605247354,21262.60662,0.006147363,9801.41138,0.005146878,0.27900052
Shan,Mongyawng,MMR016011,0.680542503,0.0048016,24.17,1594409,0,92607.29633,444.6632146,63023.20128,63023.20128,0.680542503,63023.20128,0.018221026,29051.76836,0.015255549,0.313709281
Shan,Pangwaun,MMR015007,0.894369028,0,24.17,1594409,0,110025.0106,0,98402.9618,98402.9618,0.894369028,98402.9618,0.028449887,45360.75595,0.02381966,0.41227677
Shan,Mongmao,MMR015008,0.807468834,0,24.17,1594409,0,80323.67278,0,64858.86243,64858.86243,0.807468834,64858.86243,0.018751746,29897.95202,0.015699894,0.372218438
Shan,Hopang,MMR015021,0.65021249,6.38E-04,24.17,1594409,0,69851.26625,44.54631407,45418.16577,45418.16577,0.65021249,45418.16577,0.013131126,20936.38541,0.010994032,0.299728073
Shan,Laukkaing,MMR015022,0.458590062,0.010403307,24.17,1594409,2333,107921.61,1122.741621,49491.77785,49491.77785,0.458590062,51824.77785,0.014983381,26222.63764,0.013769928,0.242978562
Shan,Konkyan,MMR015023,0.840671525,0.00210325,24.17,1594409,0,68384.39343,143.8295074,57488.81229,57488.81229,0.840671525,57488.81229,0.016620945,26500.5843,0.013915882,0.387523863
Shan,Kyaukme,MMR015012,0.305165248,0.29831327,24.17,1594409,20877,198633.363,59254.96802,60615.99953,60615.99953,0.305165248,81492.99953,0.023560944,58442.7805,0.030689241,0.294224392
Shan,Nawnghkio,MMR015013,0.273722956,0.10040842,24.17,1594409,2578,172062.7247,17276.54639,47097.51764,47097.51764,0.273722956,49675.51764,0.014361995,25476.89441,0.013378326,0.148067482
Shan,Hsipaw,MMR015014,0.379343848,0.192936216,24.17,1594409,24805,202489.3466,39067.5283,76813.08786,76813.08786,0.379343848,101618.0879,0.029379432,71647.83074,0.037623425,0.353835063
Shan,Namtu,MMR015015,0.300510761,0.119980085,24.17,1594409,13892,58159.48357,6977.97977,17477.55065,17477.55065,0.300510761,31369.55065,0.009069444,28352.40348,0.014888302,0.487494072
Shan,Lashio,MMR015001,0.397294361,0.258119986,24.17,1594409,10454,371388.5508,95862.80737,147550.577,147550.577,0.397294361,158004.577,0.045681678,83289.27776,0.043736536,0.224264527
Shan,Hseni,MMR015002,0.532481129,0.058179003,24.17,1594409,1120,65280.11396,3797.931919,34760.42876,34760.42876,0.532481129,35880.42876,0.010373612,17659.78033,0.009273434,0.270523124
Shan,Mongyai,MMR015003,0.797693071,0.01588459,24.17,1594409,0,68116.52227,1082.003051,54336.07782,54336.07782,0.797693071,54336.07782,0.015709438,25047.27013,0.013152723,0.36771211
Shan,Tangyan,MMR015004,0.819032266,0.016889671,24.17,1594409,1197,197348.4686,3333.150613,161634.7634,161634.7634,0.819032266,162831.7634,0.047077295,76257.46309,0.040044017,0.386410209
Shan,Kunlong,MMR015020,0.760661723,0.00790883,24.17,1594409,845,67040.90435,530.2150991,50995.44983,50995.44983,0.760661723,51840.44983,0.014987912,24741.86195,0.012992349,0.369056208
Shan,Pangsang (Panghkam),MMR015005,0.71199127,9.34E-04,24.17,1594409,0,120299.3809,112.4034124,85652.10904,85652.10904,0.71199127,85652.10904,0.024763409,39483.00279,0.020733158,0.328206201
Shan,Narphan,MMR015006,0.915943248,0,24.17,1594409,0,131696.6474,0,120626.6549,120626.6549,0.915943248,120626.6549,0.034875116,55605.19882,0.029199182,0.422221825
Shan,Matman,MMR015024,1,0,24.17,1594409,0,22408.5248,0,22408.5248,22408.5248,1,22408.5248,0.006478667,10329.64462,0.005424262,0.460969417
Shan,Mongmit,MMR015017,0.300021408,0.030581343,24.17,1594409,956,72968.6042,2231.477927,21892.14336,21892.14336,0.300021408,22848.14336,0.006605768,11488.29533,0.006032688,0.157441621
Shan,Mabein,MMR015018,0.271416275,0.00578356,24.17,1594409,0,54350.3099,314.3382915,14751.55866,14751.55866,0.271416275,14751.55866,0.004264914,6800.017398,0.003570798,0.125114602
Shan,Muse,MMR015009,0.235988155,0.532170227,24.17,1594409,8919,197071.281,104875.4683,46506.48796,104875.4683,0.532170227,113794.4683,0.03289982,61374.76973,0.032228876,0.311434367
Shan,Namhkan,MMR015010,0.336353886,0.109293685,24.17,1594409,765,123118.5908,13456.08452,41411.41645,41411.41645,0.336353886,42176.41645,0.012193884,20207.03811,0.01061104,0.16412662
Shan,Kutkai,MMR015011,0.363149949,0.300429468,24.17,1594409,8354,199360.5261,59893.77676,72397.76485,72397.76485,0.363149949,80751.76485,0.023346641,45578.09398,0.023933788,0.228621457
Shan,Namhsan,MMR015016,0.350467246,0.061424019,24.17,1594409,4393,83056.83708,5101.684779,29108.70093,29108.70093,0.350467246,33501.70093,0.009685883,19836.25955,0.010416338,0.238827534
Shan,Manton,MMR015019,0.482884228,0.019603981,24.17,1594409,324,44077.3552,864.0916503,21284.25966,21284.25966,0.482884228,21608.25966,0.006247297,10284.74686,0.005400686,0.233334029
Shan,Pindaya,MMR014006,0.371509542,0.04101988,24.17,1594409,1585,91007.92235,3733.134093,33810.31159,33810.31159,0.371509542,35395.31159,0.010233357,17901.15616,0.009400184,0.196698877
Shan,Ywangan,MMR014007,0.39408295,0.091531465,24.17,1594409,19,94661.90439,8664.542745,37304.64251,37304.64251,0.39408295,37323.64251,0.010790868,17224.05773,0.009044629,0.181953425
Shan,Langkho,MMR014018,0.444739592,0,24.17,1594409,0,47240.48739,0,21009.71508,21009.71508,0.444739592,21009.71508,0.006074248,9684.836116,0.005085663,0.20501135
Shan,Mongnai,MMR014019,0.473293247,0.003333746,24.17,1594409,0,45447.78665,151.5113769,21510.13053,21510.13053,0.473293247,21510.13053,0.006218926,9915.512335,0.005206795,0.218173712
Shan,Mawkmai,MMR014020,0.699638011,0.002132554,24.17,1594409,467,38617.64179,82.35422565,27018.37009,27018.37009,0.699638011,27485.37009,0.007946465,13136.91503,0.006898405,0.34017911
Shan,Mongpan,MMR014021,0.489964008,0.005999456,24.17,1594409,933,29849.25954,179.0793206,14625.06285,14625.06285,0.489964008,15558.06285,0.004498087,8104.791163,0.004255956,0.271524027
Shan,Loilen,MMR014011,0.549769145,0.032114586,24.17,1594409,539,142577.6886,4578.823411,78384.81392,78384.81392,0.549769145,78923.81392,0.02281815,36920.46451,0.019387528,0.258949804
Shan,Laihka,MMR014012,0.519826885,0.011641317,24.17,1594409,2629,56040.95786,652.3905406,29131.59655,29131.59655,0.519826885,31760.59655,0.009182502,17269.66368,0.009068577,0.308161465
Shan,Nansang,MMR014013,0.544721539,0.012211064,24.17,1594409,0,133436.0498,1629.396131,72685.49038,72685.49038,0.544721539,72685.49038,0.02101455,33505.78814,0.017594427,0.25109997
Shan,Kunhing,MMR014014,0.636124467,0.003664069,24.17,1594409,558,61513.19247,225.3885854,39130.04676,39130.04676,0.636124467,39688.04676,0.011474456,18852.97579,0.0099,0.306486707
Shan,Kyethi,MMR014015,0.747044341,0.036194357,24.17,1594409,1837,85226.86495,3084.731606,63668.24718,63668.24718,0.747044341,65505.24718,0.018938626,32032.91561,0.016820998,0.375854675
Shan,Mongkaing,MMR014016,0.700999153,0.113375164,24.17,1594409,21887,85786.54676,9726.063795,60136.29661,60136.29661,0.700999153,82023.29661,0.023714261,59697.23123,0.031347974,0.695881038
Shan,Monghsu,MMR014017,0.647681175,0.013743799,24.17,1594409,0,83089.59978,1141.96674,53815.56961,53815.56961,0.647681175,53815.56961,0.015558951,24807.33176,0.013026728,0.298561214
Shan,Hopong,MMR014003,0.447425838,0.008573825,24.17,1594409,1253,128348.5253,1100.437834,57426.44646,57426.44646,0.447425838,58679.44646,0.016965177,28302.43024,0.01486206,0.220512313
Shan,Hsihseng,MMR014004,0.458419458,0.07676348,24.17,1594409,25783,174167.7194,13369.72026,79841.87158,79841.87158,0.458419458,105624.8716,0.030537858,74472.8355,0.03910688,0.427592643
Shan,Pinlaung,MMR014009,0.405097012,0.068136842,24.17,1594409,21257,219988.5814,14989.3272,89116.71697,89116.71697,0.405097012,110373.717,0.031910826,72135.90799,0.037879722,0.32790751
Shan,Taunggyi,MMR014001,0.221288426,0.279266361,24.17,1594409,6522,503620.7488,140644.3337,111445.4428,140644.3337,0.279266361,147166.3337,0.042548166,74361.17907,0.039048248,0.147653128
Shan,Nyaungshwe,MMR014002,0.307624979,0.058095972,24.17,1594409,12889,217900.1963,12659.12379,67031.5434,67031.5434,0.307624979,79920.5434,0.023106321,49729.92631,0.026113982,0.228223412
Shan,Kalaw,MMR014005,0.318704261,0.083922336,24.17,1594409,2544,212956.6381,17871.81845,67870.18804,67870.18804,0.318704261,70414.18804,0.02035788,35002.78722,0.018380525,0.164365795
Shan,Lawksawk,MMR014008,0.392342494,0.016813724,24.17,1594409,583,188076.0928,3162.259447,73790.24337,73790.24337,0.392342494,74373.24337,0.021502507,34866.79065,0.018309111,0.185386617
Shan,Pekon,MMR014010,0.40047567,0.581176743,24.17,1594409,106835,117598.4381,68345.47719,47095.31332,68345.47719,0.581176743,175180.4772,0.050647508,187587.8425,0.098505385,1.595155901
