State/Region,State/Region Pcode,District, Township ,Township Pcode,,"Population 
(2022 Projected)",,% People with disabilities (Age 5 yrs+),% FEMALE,% CHILDREN  (Age 0-17 yrs),% ADULTS ( Age 18-59yrs),% ELDERS  (Age 60+),"IDPs 
(projection)","Returned, resettled and locally integrated IDPs
(projection)","Non-displaced stateless people in Rakhine
",Rest of the population
Mandalay,MMR010,Myingyan,Myingyan,MMR010017,MMR010017,301516.1511,,0.10165983,0.55643444,0.272092575,0.592893444,0.135013981,60,11,,301445.1511
Mandalay,MMR010,Myingyan,Taungtha,MMR010018,MMR010018,236047.3456,,0.10165983,0.557219799,0.307411426,0.552339155,0.140249419,0,0,,236047.3456
Mandalay,MMR010,Myingyan,Natogyi,MMR010019,MMR010019,193975.2962,,0.10165983,0.549165735,0.277097202,0.579750724,0.143152074,1940,369,,191666.2962
Mandalay,MMR010,Nyaung-U,Kyaukpadaung,MMR010020,MMR010020,286462.3326,,0.10165983,0.560487624,0.295341012,0.560042928,0.14461606,0,0,,286462.3326
Mandalay,MMR010,Myingyan,Ngazun,MMR010021,MMR010021,136169.5258,,0.10165983,0.549705848,0.278335898,0.571117096,0.150547006,0,0,,136169.5258
Mandalay,MMR010,Nyaung-U,Nyaung-U,MMR010022,MMR010022,262457.1475,,0.10165983,0.549390177,0.274005361,0.589715209,0.13627943,0,0,,262457.1475
Mandalay,MMR010,Yamethin,Yamethin,MMR010023,MMR010023,279744.2488,,0.10165983,0.518909644,0.285686212,0.601211669,0.113102118,0,0,,279744.2488
Mandalay,MMR010,Yamethin,Pyawbwe,MMR010024,MMR010024,282657.8898,,0.10165983,0.546461026,0.302267409,0.572536808,0.125195783,0,0,,282657.8898
Mandalay,MMR010,Meiktila,Meiktila,MMR010028,MMR010028,337339.1977,,0.10165983,0.54469798,0.292246145,0.577603773,0.130150083,0,0,,337339.1977
Mandalay,MMR010,Meiktila,Mahlaing,MMR010029,MMR010029,153551.7978,,0.10165983,0.551068331,0.284415673,0.556772274,0.158812053,0,0,,153551.7978
Mandalay,MMR010,Meiktila,Thazi,MMR010030,MMR010030,219766.875,,0.10165983,0.53351467,0.31232036,0.573236978,0.114442662,0,0,,219766.875
Mandalay,MMR010,Meiktila,Wundwin,MMR010031,MMR010031,251138.2576,,0.10165983,0.542405943,0.269217966,0.596201292,0.134580742,0,0,,251138.2576
Mon,MMR011,Mawlamyine,Mawlamyine,MMR011001,MMR011001,279086.2051,,0.152277078,0.532749108,0.285484219,0.577660987,0.136854794,68,13,,279005.2051
Mon,MMR011,Mawlamyine,Kyaikmaraw,MMR011002,MMR011002,185718.5607,,0.152277078,0.538524829,0.368084002,0.503886268,0.12802973,0,0,,185718.5607
Mon,MMR011,Mawlamyine,Chaungzon,MMR011003,MMR011003,117626.2771,,0.152277078,0.558580724,0.315201953,0.524732811,0.160065235,0,0,,117626.2771
Mon,MMR011,Mawlamyine,Thanbyuzayat,MMR011004,MMR011004,162860.6912,,0.152277078,0.535187314,0.324239124,0.543042965,0.132717912,0,0,,162860.6912
Mon,MMR011,Mawlamyine,Mudon,MMR011005,MMR011005,183950.3348,,0.152277078,0.541525139,0.299698772,0.547088442,0.153212785,0,0,,183950.3348
Mon,MMR011,Mawlamyine,Ye,MMR011006,MMR011006,250116.5432,,0.152277078,0.522361386,0.337164708,0.540776812,0.122058479,50,10,,250056.5432
Mon,MMR011,Thaton,Thaton,MMR011007,MMR011007,226224.5125,,0.152277078,0.522644062,0.357598899,0.52166814,0.120732961,13201,2508,,210515.5125
Mon,MMR011,Thaton,Paung,MMR011008,MMR011008,207768.443,,0.152277078,0.529568933,0.352927939,0.516965566,0.130106495,0,0,,207768.443
Mon,MMR011,Thaton,Kyaikto,MMR011009,MMR011009,174662.0589,,0.152277078,0.522624003,0.351209792,0.547905229,0.100884979,27821,5286,,141555.0589
Mon,MMR011,Thaton,Bilin,MMR011010,MMR011010,171425.3735,,0.152277078,0.525693008,0.362218788,0.518756452,0.119024759,21903,4162,,145360.3735
Rakhine,MMR012,Sittwe,Sittwe,MMR012001,MMR012001,239094.2717,,0.173457788,0.519969594,0.310918841,0.592188706,0.096892452,122622,23298,83807,9367.271683
Rakhine,MMR012,Sittwe,Ponnagyun,MMR012002,MMR012002,208337.2043,,0.173457788,0.534216219,0.374679012,0.522265567,0.103055421,4074,774,2618,200871.2043
Rakhine,MMR012,Mrauk-U,Mrauk-U,MMR012003,MMR012003,304949.5005,,0.173457788,0.53408591,0.36625546,0.532196674,0.101547866,31513,5987,26739,240710.5005
Rakhine,MMR012,Mrauk-U,Kyauktaw,MMR012004,MMR012004,278748.4957,,0.173457788,0.546673335,0.361487687,0.525518914,0.112993399,11622,2208,53431,211487.4957
Rakhine,MMR012,Mrauk-U,Minbya,MMR012005,MMR012005,271265.6714,,0.173457788,0.530060675,0.38020319,0.523360888,0.096435923,1387,264,33369,236245.6714
Rakhine,MMR012,Mrauk-U,Myebon,MMR012006,MMR012006,219757.6638,,0.173457788,0.520569702,0.381328331,0.522467989,0.096203679,4669,887,,214201.6638
Rakhine,MMR012,Sittwe,Pauktaw,MMR012007,MMR012007,232770.1956,,0.173457788,0.528635486,0.394949595,0.517947056,0.087103348,26697,5072,16141,184860.1956
Rakhine,MMR012,Sittwe,Rathedaung,MMR012008,MMR012008,139529,,0.173457788,0.55135267,0.383167021,0.501878968,0.114954011,18582,3531,9609,107807
Rakhine,MMR012,Maungdaw,Maungdaw,MMR012009,MMR012009,114535,,0.173457788,0.476671401,0.361782665,0.566223978,0.071993357,19047,3619,73035,18834
Rakhine,MMR012,Maungdaw,Buthidaung,MMR012010,MMR012010,206704,,0.173457788,0.4959183,0.384589345,0.540482768,0.074927887,10579,2010,147992,46123
Rakhine,MMR012,Kyaukpyu,Kyaukpyu,MMR012011,MMR012011,267026.25,,0.173457788,0.522622208,0.331587152,0.538000892,0.130411956,1001,190,,265835.25
Rakhine,MMR012,Kyaukpyu,Munaung,MMR012012,MMR012012,93387.01399,,0.173457788,0.565762677,0.242317638,0.537442747,0.220239615,0,0,,93387.01399
Rakhine,MMR012,Kyaukpyu,Ramree,MMR012013,MMR012013,158906.8835,,0.173457788,0.543100736,0.309780646,0.528575648,0.161643706,0,0,,158906.8835
Rakhine,MMR012,Kyaukpyu,Ann,MMR012014,MMR012014,192654.6402,,0.173457788,0.505970149,0.361566332,0.54137994,0.097053729,1118,212,,191324.6402
Rakhine,MMR012,Thandwe,Thandwe,MMR012015,MMR012015,217432.8044,,0.173457788,0.511791478,0.265564537,0.590504254,0.143931209,0,0,,217432.8044
Rakhine,MMR012,Thandwe,Toungup,MMR012016,MMR012016,256269.8189,,0.173457788,0.510491549,0.323118289,0.554055374,0.122826337,0,0,,256269.8189
Rakhine,MMR012,Thandwe,Gwa,MMR012017,MMR012017,107520.8362,,0.173457788,0.506628506,0.265518302,0.572182246,0.162299452,0,0,,107520.8362
Yangon,MMR013,Yangon (North),Insein,MMR013001,MMR013001,367570.9311,,0.124295204,0.527745006,0.244100836,0.650121963,0.105777202,3676,698,,363196.9311
Yangon,MMR013,Yangon (North),Mingaladon,MMR013002,MMR013002,397346.8718,,0.124295204,0.527817347,0.263695879,0.644138328,0.092165794,0,0,,397346.8718
Yangon,MMR013,Yangon (North),Hmawbi,MMR013003,MMR013003,293370.7185,,0.124295204,0.511415549,0.303208805,0.60160598,0.095185215,0,0,,293370.7185
Yangon,MMR013,Yangon (North),Hlegu,MMR013004,MMR013004,323764.958,,0.124295204,0.509886865,0.322643975,0.587843453,0.089512571,0,0,,323764.958
Yangon,MMR013,Yangon (North),Taikkyi,MMR013005,MMR013005,333895.6684,,0.124295204,0.520925698,0.313284608,0.57914727,0.107568122,0,0,,333895.6684
Yangon,MMR013,Yangon (North),Htantabin,MMR013006,MMR013006,174639.0502,,0.124295204,0.512536377,0.329038415,0.582187731,0.088773854,0,0,,174639.0502
Yangon,MMR013,Yangon (North),Shwepyithar,MMR013007,MMR013007,411830.0972,,0.124295204,0.527242765,0.281986493,0.626333818,0.09167969,0,0,,411830.0972
Yangon,MMR013,Yangon (East),Thingangyun,MMR013009,MMR013009,252869.0283,,0.124295204,0.536577081,0.232295446,0.643427071,0.124277483,2529,481,,249859.0283
Yangon,MMR013,Yangon (East),Yankin,MMR013010,MMR013010,85965.51484,,0.124295204,0.546439505,0.209544046,0.650074419,0.140381535,860,163,,84942.51484
Yangon,MMR013,Yangon (East),South Okkalapa,MMR013011,MMR013011,194878.821,,0.124295204,0.539293814,0.211380237,0.654830662,0.1337891,1949,370,,192559.821
Yangon,MMR013,Yangon (East),North Okkalapa,MMR013012,MMR013012,400937.3556,,0.124295204,0.537504969,0.240895588,0.647527627,0.111576785,0,0,,400937.3556
Yangon,MMR013,Yangon (East),Thaketa,MMR013013,MMR013013,266005.162,,0.124295204,0.521840803,0.233898818,0.651375993,0.114725189,2660,505,,262840.162
Yangon,MMR013,Yangon (East),Dawbon,MMR013014,MMR013014,90615.3985,,0.124295204,0.519136558,0.265080223,0.63790232,0.097017456,906,172,,89537.3985
Yangon,MMR013,Yangon (East),Tamwe,MMR013015,MMR013015,200616.9314,,0.124295204,0.555843838,0.205824802,0.657202097,0.136973101,2006,381,,198229.9314
Yangon,MMR013,Yangon (East),Pazundaung,MMR013016,MMR013016,58882.83887,,0.124295204,0.550957652,0.196206377,0.655520257,0.148273366,589,112,,58181.83887
Yangon,MMR013,Yangon (East),Botahtaung,MMR013017,MMR013017,49633.31769,,0.124295204,0.534697701,0.204046156,0.666347633,0.129606211,496,94,,49043.31769
Yangon,MMR013,Yangon (East),Dagon Myothit (South),MMR013018,MMR013018,445991.7614,,0.124295204,0.518305458,0.281653438,0.627112271,0.091234291,0,0,,445991.7614
Yangon,MMR013,Yangon (East),Dagon Myothit (North),MMR013019,MMR013019,247861.7567,,0.124295204,0.536039981,0.231609287,0.619156343,0.149234369,2479,471,,244911.7567
Yangon,MMR013,Yangon (East),Dagon Myothit (East),MMR013020,MMR013020,199007.1885,,0.124295204,0.517937492,0.278271626,0.62081338,0.100914994,0,0,,199007.1885
Yangon,MMR013,Yangon (East),Dagon Myothit (Seikkan),MMR013021,MMR013021,200709.8613,,0.124295204,0.51078208,0.292892939,0.628298724,0.078808337,0,0,,200709.8613
Yangon,MMR013,Yangon (East),Mingalartaungnyunt,MMR013022,MMR013022,160464.5023,,0.124295204,0.534846092,0.22951736,0.651444267,0.119038373,0,0,,160464.5023
Yangon,MMR013,Yangon (South),Thanlyin,MMR013023,MMR013023,322739.8729,,0.124295204,0.519172148,0.286573851,0.615167205,0.098258944,0,0,,322739.8729
Yangon,MMR013,Yangon (South),Kyauktan,MMR013024,MMR013024,201873.5755,,0.124295204,0.519396922,0.282024624,0.613070444,0.104904931,0,0,,201873.5755
Yangon,MMR013,Yangon (South),Thongwa,MMR013025,MMR013025,190768.3527,,0.124295204,0.528235891,0.299684625,0.591127458,0.109187916,0,0,,190768.3527
Yangon,MMR013,Yangon (South),Kayan,MMR013026,MMR013026,190509.8348,,0.124295204,0.528876988,0.311789973,0.576776518,0.111433509,0,0,,190509.8348
Yangon,MMR013,Yangon (South),Twantay,MMR013027,MMR013027,271544.0443,,0.124295204,0.515139909,0.332020668,0.578931846,0.089047486,0,0,,271544.0443
Yangon,MMR013,Yangon (South),Kawhmu,MMR013028,MMR013028,143114.296,,0.124295204,0.516996617,0.322338641,0.578584551,0.099076808,0,0,,143114.296
Yangon,MMR013,Yangon (South),Kungyangon,MMR013029,MMR013029,134600.1962,,0.124295204,0.521913622,0.314912354,0.580969033,0.104118613,1346,256,,132998.1962
Yangon,MMR013,Yangon (South),Dala,MMR013030,MMR013030,207090.4662,,0.124295204,0.515674427,0.320832072,0.595769616,0.083398312,0,0,,207090.4662
Yangon,MMR013,Yangon (South),Seikgyikanaungto,MMR013031,MMR013031,40792.12628,,0.124295204,0.504123988,0.327664794,0.589922442,0.082412764,0,0,,40792.12628
Yangon,MMR013,Yangon (South),Cocokyun,MMR013032,MMR013032,2338.491247,,0.124295204,0.336512533,0.216595444,0.740689995,0.042714561,0,0,,2338.491247
Yangon,MMR013,Yangon (West),Kyauktada,MMR013033,MMR013033,36399.28456,,0.124295204,0.547101604,0.172810086,0.666001326,0.161188588,7,1,,36391.28456
Yangon,MMR013,Yangon (West),Pabedan,MMR013034,MMR013034,40436.04901,,0.124295204,0.552746707,0.208535245,0.642853635,0.14861112,0,0,,40436.04901
Yangon,MMR013,Yangon (West),Lanmadaw,MMR013035,MMR013035,56958.86347,,0.124295204,0.576653055,0.150355891,0.707160407,0.142483702,570,108,,56280.86347
Yangon,MMR013,Yangon (West),Latha,MMR013036,MMR013036,30410.44691,,0.124295204,0.577699829,0.140075625,0.694722341,0.165202034,0,0,,30410.44691
Yangon,MMR013,Yangon (West),Ahlone,MMR013037,MMR013037,67099.45145,,0.124295204,0.546469651,0.193723172,0.676007196,0.130269632,671,127,,66301.45145
Yangon,MMR013,Yangon (West),Kyeemyindaing,MMR013038,MMR013038,134561.6661,,0.124295204,0.534740818,0.250385383,0.639087735,0.110526882,1346,256,,132959.6661
Yangon,MMR013,Yangon (West),Sanchaung,MMR013039,MMR013039,120665.8195,,0.124295204,0.564957136,0.180027249,0.676138631,0.14383412,24,5,,120636.8195
Yangon,MMR013,Yangon (West),Hlaing,MMR013040,MMR013040,193788.6751,,0.124295204,0.539763261,0.204445713,0.672574462,0.122979825,1938,368,,191482.6751
Yangon,MMR013,Yangon (West),Kamaryut,MMR013041,MMR013041,101824.4101,,0.124295204,0.567765535,0.177272921,0.70042186,0.122305219,20,4,,101800.4101
Yangon,MMR013,Yangon (West),Mayangone,MMR013042,MMR013042,238482.5502,,0.124295204,0.534916519,0.224557625,0.663764394,0.111677981,2385,453,,235644.5502
Yangon,MMR013,Yangon (West),Dagon,MMR013043,MMR013043,30183.20097,,0.124295204,0.533263513,0.198916733,0.673553364,0.127529903,6,1,,30176.20097
Yangon,MMR013,Yangon (West),Bahan,MMR013044,MMR013044,116946.2818,,0.124295204,0.537200295,0.184902045,0.677276159,0.137821795,1169,222,,115555.2818
Yangon,MMR013,Yangon (West),Seikkan,MMR013045,MMR013045,3369.607673,,0.124295204,0.408526113,0.221047506,0.707852742,0.071099752,0,0,,3369.607673
Yangon,MMR013,,Hlaingtharya (East),MMR013046,#N/A,618275.8092,,0.124295204,0.532844288,0.276102036,0.657548415,0.066349549,0,0,,618275.8092
Yangon,MMR013,,Hlaingtharya (West),MMR013047,#N/A,201609.8945,,0.124295204,0.532844288,0.276102036,0.657548415,0.066349549,0,0,,201609.8945
Shan (South),MMR222,Taunggyi,Taunggyi,MMR014001,MMR014001,503620.7488,,0.086218051,0.516300203,0.318754136,0.588972162,0.092273701,6522,1239,,495859.7488
Shan (South),MMR222,Taunggyi,Nyaungshwe,MMR014002,MMR014002,217900.1963,,0.086218051,0.503520185,0.313990115,0.589935746,0.096074139,12889,2449,,202562.1963
Shan (South),MMR222,Pa-O Self-Administered Zone,Hopong,MMR014003,MMR014003,128348.5253,,0.086218051,0.50743052,0.369877166,0.555187548,0.074935286,1253,238,,126857.5253
Shan (South),MMR222,Pa-O Self-Administered Zone,Hsihseng,MMR014004,MMR014004,174167.7194,,0.086218051,0.512770823,0.402203161,0.530740572,0.067056266,25783,4899,,143485.7194
Shan (South),MMR222,Taunggyi,Kalaw,MMR014005,MMR014005,212956.6381,,0.086218051,0.501918392,0.333391479,0.586708967,0.079899553,2544,483,,209929.6381
Shan (South),MMR222,Danu Self-Administered Zone,Pindaya,MMR014006,MMR014006,91007.92235,,0.086218051,0.517133711,0.343589386,0.560909346,0.095501267,1585,301,,89121.92235
Shan (South),MMR222,Danu Self-Administered Zone,Ywangan,MMR014007,MMR014007,94661.90439,,0.086218051,0.504312465,0.343868052,0.558404103,0.097727845,19,4,,94638.90439
Shan (South),MMR222,Taunggyi,Lawksawk,MMR014008,MMR014008,188076.0928,,0.086218051,0.489214601,0.349987645,0.578743466,0.07126889,583,111,,187382.0928
Shan (South),MMR222,Pa-O Self-Administered Zone,Pinlaung,MMR014009,MMR014009,219988.5814,,0.086218051,0.505941352,0.350735859,0.56583245,0.083431691,21257,4039,,194692.5814
Shan (South),MMR222,Taunggyi,Pekon,MMR014010,MMR014010,117598.4381,,0.086218051,0.496393555,0.421453347,0.51592648,0.062620173,106835,20299,,0
Shan (South),MMR222,Loilen,Loilen,MMR014011,MMR014011,142577.6886,,0.086218051,0.517215121,0.378469451,0.532405924,0.089124625,539,102,,141936.6886
Shan (South),MMR222,Loilen,Laihka,MMR014012,MMR014012,56040.95786,,0.086218051,0.518608573,0.324454839,0.58475483,0.090790331,2629,500,,52911.95786
Shan (South),MMR222,Loilen,Nansang,MMR014013,MMR014013,133436.0498,,0.086218051,0.494817877,0.360702823,0.567612821,0.071684356,0,0,,133436.0498
Shan (South),MMR222,Loilen,Kunhing,MMR014014,MMR014014,61513.19247,,0.086218051,0.5031955,0.318002373,0.582771573,0.099226054,558,106,,60849.19247
Shan (South),MMR222,Loilen,Kyethi,MMR014015,MMR014015,85226.86495,,0.086218051,0.525368695,0.364970089,0.546375167,0.088654744,1837,349,,83040.86495
Shan (South),MMR222,Loilen,Mongkaing,MMR014016,MMR014016,85786.54676,,0.086218051,0.5294657,0.350780304,0.538944714,0.110274981,21887,4159,,59740.54676
Shan (South),MMR222,Loilen,Monghsu,MMR014017,MMR014017,83089.59978,,0.086218051,0.502575409,0.356476404,0.571397837,0.072125759,0,0,,83089.59978
Shan (South),MMR222,Langkho,Langkho,MMR014018,MMR014018,47240.48739,,0.086218051,0.502184689,0.257183006,0.597480961,0.145336033,0,0,,47240.48739
Shan (South),MMR222,Langkho,Mongnai,MMR014019,MMR014019,45447.78665,,0.086218051,0.495577211,0.332678118,0.567778911,0.099542971,0,0,,45447.78665
Shan (South),MMR222,Langkho,Mawkmai,MMR014020,MMR014020,38617.64179,,0.086218051,0.511359239,0.398430122,0.524811699,0.076758179,467,89,,38061.64179
Shan (South),MMR222,Langkho,Mongpan,MMR014021,MMR014021,29849.25954,,0.086218051,0.468369483,0.29288865,0.615931977,0.091179374,933,177,,28739.25954
Shan (North),MMR222,Lashio,Lashio,MMR015001,MMR015001,371388.5508,,0.086218051,0.512973335,0.344521041,0.558373524,0.097105434,10454,1986,,358948.5508
Shan (North),MMR222,Lashio,Hseni,MMR015002,MMR015002,65280.11396,,0.086218051,0.498455445,0.351161551,0.544657755,0.104180694,1120,213,,63947.11396
Shan (North),MMR222,Lashio,Mongyai,MMR015003,MMR015003,68116.52227,,0.086218051,0.522591951,0.345966924,0.569281789,0.084751287,0,0,,68116.52227
Shan (North),MMR222,Lashio,Tangyan,MMR015004,MMR015004,197348.4686,,0.086218051,0.515163839,0.384985117,0.529476832,0.085538051,1197,227,,195924.4686
Shan (North),MMR222,Matman,Pangsang (Panghkam),MMR015005,MMR015005,120299.3809,,0.086218051,0.480424263,0.400196792,0.533552112,0.066251096,0,0,,120299.3809
Shan (North),MMR222,Matman,Narphan,MMR015006,MMR015006,131696.6474,,0.086218051,0.48991957,0.44092124,0.472732421,0.086346339,0,0,,131696.6474
Shan (North),MMR222,Hopang,Pangwaun,MMR015007,MMR015007,110025.0106,,0.086218051,0.497902624,0.447280636,0.462343212,0.090376151,0,0,,110025.0106
Shan (North),MMR222,Hopang,Mongmao,MMR015008,MMR015008,80323.67278,,0.086218051,0.487193071,0.432711639,0.474095654,0.093192707,0,0,,80323.67278
Shan (North),MMR222,Muse,Muse,MMR015009,MMR015009,197071.281,,0.086218051,0.48873354,0.313517023,0.604518007,0.08196497,8919,1695,,186457.281
Shan (North),MMR222,Muse,Namhkan,MMR015010,MMR015010,123118.5908,,0.086218051,0.524023732,0.343312368,0.554530011,0.102157621,765,145,,122208.5908
Shan (North),MMR222,Muse,Kutkai,MMR015011,MMR015011,199360.5261,,0.086218051,0.50165165,0.41104087,0.497874907,0.091084223,8354,1587,,189419.5261
Shan (North),MMR222,Kyaukme,Kyaukme,MMR015012,MMR015012,198633.363,,0.086218051,0.522646012,0.332680993,0.561022139,0.106296867,20877,3967,,173789.363
Shan (North),MMR222,Kyaukme,Nawnghkio,MMR015013,MMR015013,172062.7247,,0.086218051,0.49663207,0.321112907,0.593074486,0.085812607,2578,490,,168994.7247
Shan (North),MMR222,Kyaukme,Hsipaw,MMR015014,MMR015014,202489.3466,,0.086218051,0.514283875,0.331486442,0.583742728,0.084770829,24805,4713,,172971.3466
Shan (North),MMR222,Kyaukme,Namtu,MMR015015,MMR015015,58159.48357,,0.086218051,0.517449001,0.354325777,0.539788949,0.105885274,13892,2639,,41628.48357
Shan (North),MMR222,Pa Laung Self-Administered Zone,Namhsan,MMR015016,MMR015016,83056.83708,,0.086218051,0.549743686,0.363636744,0.537094397,0.099268859,4393,835,,77828.83708
Shan (North),MMR222,Mongmit,Mongmit,MMR015017,MMR015017,72968.6042,,0.086218051,0.50473057,0.33063295,0.571156414,0.098210636,956,182,,71830.6042
Shan (North),MMR222,Mongmit,Mabein,MMR015018,MMR015018,54350.3099,,0.086218051,0.486010964,0.321713936,0.596444566,0.081841498,0,0,,54350.3099
Shan (North),MMR222,Pa Laung Self-Administered Zone,Manton,MMR015019,MMR015019,44077.3552,,0.086218051,0.520001061,0.409843266,0.506557258,0.083599476,324,62,,43691.3552
Shan (North),MMR222,Lashio,Kunlong,MMR015020,MMR015020,67040.90435,,0.086218051,0.477034917,0.417368682,0.49457772,0.088053598,845,161,,66034.90435
Shan (North),MMR222,Hopang,Hopang,MMR015021,MMR015021,69851.26625,,0.086218051,0.487082794,0.392203981,0.516988065,0.090807955,0,0,,69851.26625
Shan (North),MMR222,Kokang Self-Administered Zone,Laukkaing,MMR015022,MMR015022,107921.61,,0.086218051,0.474181182,0.373913079,0.553956428,0.072130493,2333,443,,105145.61
Shan (North),MMR222,Kokang Self-Administered Zone,Konkyan,MMR015023,MMR015023,68384.39343,,0.086218051,0.484736083,0.410511485,0.504151155,0.085337361,0,0,,68384.39343
Shan (North),MMR222,Matman,Matman,MMR015024,MMR015024,22408.5248,,0.086218051,0.490813517,0.449693098,0.485030035,0.065276867,0,0,,22408.5248
Shan (East),MMR222,Kengtung,Kengtung,MMR016001,MMR016001,197598.4783,,0.086218051,0.491936286,0.349253756,0.543828753,0.106917492,0,0,,197598.4783
Shan (East),MMR222,Kengtung,Mongkhet,MMR016002,MMR016002,50803.44709,,0.086218051,0.48814298,0.384870166,0.53154231,0.083587524,0,0,,50803.44709
Shan (East),MMR222,Kengtung,Mongyang,MMR016003,MMR016003,123452.9105,,0.086218051,0.490187025,0.350172253,0.558555853,0.091271894,0,0,,123452.9105
Shan (East),MMR222,Kengtung,Mongla,MMR016005,MMR016005,49509.03377,,0.086218051,0.484069898,0.246729131,0.685197754,0.068073115,0,0,,49509.03377
Shan (East),MMR222,Monghsat,Monghsat,MMR016006,MMR016006,118612.6231,,0.086218051,0.471663698,0.433020378,0.506191018,0.060788604,0,0,,118612.6231
Shan (East),MMR222,Kengtung,Mongping,MMR016007,MMR016007,78632.49615,,0.086218051,0.492881776,0.405324391,0.514597549,0.080078061,0,0,,78632.49615
Shan (East),MMR222,Monghsat,Mongton,MMR016008,MMR016008,79770.72738,,0.086218051,0.453170783,0.386880537,0.551559405,0.061560058,0,0,,79770.72738
Shan (East),MMR222,Tachileik,Tachileik,MMR016009,MMR016009,204066.2156,,0.086218051,0.49439179,0.309277896,0.60245074,0.088271364,0,0,,204066.2156
Shan (East),MMR222,Tachileik,Monghpyak,MMR016010,MMR016010,35130.44124,,0.086218051,0.471696603,0.368565327,0.544027209,0.087407464,0,0,,35130.44124
Shan (East),MMR222,Tachileik,Mongyawng,MMR016011,MMR016011,92607.29633,,0.086218051,0.479438651,0.301707528,0.590372289,0.107920183,0,0,,92607.29633
Ayeyarwady,MMR017,Pathein,Pathein,MMR017001,MMR017001,385609.1242,,0.173281789,0.518042174,0.294181781,0.590517574,0.115300645,3856,733,,381020.1242
Ayeyarwady,MMR017,Pathein,Kangyidaunt,MMR017002,MMR017002,179066.7477,,0.173281789,0.513613329,0.338074226,0.55904564,0.102880134,0,0,,179066.7477
Ayeyarwady,MMR017,Pathein,Thabaung,MMR017003,MMR017003,155584.4275,,0.173281789,0.511950689,0.345131823,0.544590868,0.11027731,0,0,,155584.4275
Ayeyarwady,MMR017,Pathein,Ngapudaw,MMR017004,MMR017004,327127.6112,,0.173281789,0.499557083,0.3369744,0.551220589,0.111805011,0,0,,327127.6112
Ayeyarwady,MMR017,Pathein,Kyonpyaw,MMR017005,MMR017005,239189.2437,,0.173281789,0.520639831,0.325174732,0.545164222,0.129661046,0,0,,239189.2437
Ayeyarwady,MMR017,Pathein,Yegyi,MMR017006,MMR017006,197932.3144,,0.173281789,0.527356023,0.304045309,0.553134404,0.142820287,0,0,,197932.3144
Ayeyarwady,MMR017,Pathein,Kyaunggon,MMR017007,MMR017007,165155.2668,,0.173281789,0.519457306,0.319612919,0.555431953,0.124955128,0,0,,165155.2668
Ayeyarwady,MMR017,Hinthada,Hinthada,MMR017008,MMR017008,346305.3676,,0.173281789,0.532106413,0.294531093,0.553358114,0.152110793,0,0,,346305.3676
Ayeyarwady,MMR017,Hinthada,Zalun,MMR017009,MMR017009,171492.338,,0.173281789,0.530279459,0.314082788,0.539339805,0.146577407,0,0,,171492.338
Ayeyarwady,MMR017,Hinthada,Lemyethna,MMR017010,MMR017010,104781.5538,,0.173281789,0.520946447,0.312043329,0.549000226,0.138956445,0,0,,104781.5538
Ayeyarwady,MMR017,Hinthada,Myanaung,MMR017011,MMR017011,225066.9552,,0.173281789,0.536278291,0.281783565,0.55051987,0.167696565,0,0,,225066.9552
Ayeyarwady,MMR017,Hinthada,Kyangin,MMR017012,MMR017012,99051.48971,,0.173281789,0.529072894,0.241954835,0.592149231,0.165895933,0,0,,99051.48971
Ayeyarwady,MMR017,Hinthada,Ingapu,MMR017013,MMR017013,220363.716,,0.173281789,0.526425117,0.293353117,0.539758387,0.166888496,0,0,,220363.716
Ayeyarwady,MMR017,Myaungmya,Myaungmya,MMR017014,MMR017014,301156.7514,,0.173281789,0.514033671,0.343682126,0.545094656,0.111223218,0,0,,301156.7514
Ayeyarwady,MMR017,Myaungmya,Einme,MMR017015,MMR017015,196128.9628,,0.173281789,0.514469439,0.34184571,0.542671067,0.115483223,0,0,,196128.9628
Ayeyarwady,MMR017,Labutta,Labutta,MMR017016,MMR017016,314571.0956,,0.173281789,0.496481312,0.365027657,0.547137084,0.087835259,0,0,,314571.0956
Ayeyarwady,MMR017,Myaungmya,Wakema,MMR017017,MMR017017,292895.3061,,0.173281789,0.515890356,0.336946591,0.541050948,0.122002461,0,0,,292895.3061
Ayeyarwady,MMR017,Labutta,Mawlamyinegyun,MMR017018,MMR017018,313967.6743,,0.173281789,0.510225378,0.341629793,0.545687564,0.112682643,0,0,,313967.6743
Ayeyarwady,MMR017,Maubin,Maubin,MMR017019,MMR017019,317836.4344,,0.173281789,0.515844293,0.343140077,0.537289963,0.11956996,0,0,,317836.4344
Ayeyarwady,MMR017,Maubin,Pantanaw,MMR017020,MMR017020,267781.4474,,0.173281789,0.517656726,0.330395139,0.547839818,0.121765043,0,0,,267781.4474
Ayeyarwady,MMR017,Maubin,Nyaungdon,MMR017021,MMR017021,218531.2584,,0.173281789,0.513328633,0.324765422,0.55146148,0.123773098,0,0,,218531.2584
Ayeyarwady,MMR017,Maubin,Danubyu,MMR017022,MMR017022,183071.7284,,0.173281789,0.525815027,0.308191707,0.547041903,0.14476639,0,0,,183071.7284
Ayeyarwady,MMR017,Pyapon,Pyapon,MMR017023,MMR017023,314387.588,,0.173281789,0.50630989,0.368618622,0.537684546,0.093696832,0,0,,314387.588
